datetime,motion,light,co2,temperature,humidity
2023-11-01 00:02:14,0.0,0.0,627.0,19.7,46.0
2023-11-01 00:12:14,0.0,0.0,613.0,19.7,46.0
2023-11-01 00:22:14,0.0,0.0,617.0,19.7,46.0
2023-11-01 00:42:14,0.0,0.0,607.0,19.7,46.0
2023-11-01 00:52:14,0.0,0.0,598.0,19.6,46.0
2023-11-01 01:02:14,0.0,0.0,604.0,19.6,46.0
2023-11-01 01:12:14,0.0,0.0,593.0,19.6,46.0
2023-11-01 01:22:14,0.0,0.0,600.0,19.6,46.0
2023-11-01 01:32:14,0.0,0.0,586.0,19.6,46.0
2023-11-01 01:42:14,0.0,0.0,582.0,19.6,46.0
2023-11-01 01:52:14,0.0,0.0,569.0,19.5,46.0
2023-11-01 02:02:14,0.0,0.0,582.0,19.5,46.0
2023-11-01 02:12:14,0.0,0.0,579.0,19.5,46.0
2023-11-01 02:22:13,0.0,0.0,570.0,19.5,46.0
2023-11-01 02:32:13,0.0,0.0,567.0,19.5,46.0
2023-11-01 02:42:13,0.0,0.0,572.0,19.4,46.0
2023-11-01 02:52:13,0.0,0.0,569.0,19.5,46.0
2023-11-01 03:02:13,0.0,0.0,562.0,19.4,46.0
2023-11-01 03:12:13,0.0,0.0,556.0,19.4,46.0
2023-11-01 03:22:13,0.0,0.0,554.0,19.4,46.0
2023-11-01 03:32:13,0.0,0.0,542.0,19.4,46.0
2023-11-01 03:42:13,0.0,0.0,545.0,19.4,46.0
2023-11-01 03:52:13,0.0,0.0,546.0,19.4,46.0
2023-11-01 04:02:13,0.0,0.0,539.0,19.4,46.0
2023-11-01 04:12:13,0.0,0.0,540.0,19.4,46.0
2023-11-01 04:22:13,0.0,0.0,536.0,19.4,46.0
2023-11-01 04:32:13,0.0,0.0,528.0,19.4,46.0
2023-11-01 04:42:13,0.0,0.0,530.0,19.4,46.0
2023-11-01 04:52:13,0.0,0.0,519.0,19.4,46.0
2023-11-01 05:02:13,0.0,0.0,528.0,19.3,46.0
2023-11-01 05:12:13,0.0,0.0,514.0,19.4,46.0
2023-11-01 05:22:13,0.0,0.0,519.0,19.4,46.0
2023-11-01 05:32:13,0.0,0.0,514.0,19.4,46.0
2023-11-01 05:42:13,0.0,0.0,513.0,19.4,45.0
2023-11-01 05:52:13,0.0,0.0,501.0,19.4,46.0
2023-11-01 06:02:13,0.0,3.0,506.0,19.4,46.0
2023-11-01 06:12:13,3.0,3.0,524.0,19.3,45.0
2023-11-01 06:22:12,0.0,6.0,520.0,19.3,45.0
2023-11-01 06:32:12,0.0,13.0,515.0,19.4,45.0
2023-11-01 06:42:12,0.0,20.0,507.0,19.3,45.0
2023-11-01 06:52:12,0.0,37.0,492.0,19.2,45.0
2023-11-01 07:02:12,0.0,47.0,477.0,19.3,44.0
2023-11-01 07:12:12,0.0,53.0,442.0,19.3,41.0
2023-11-01 07:22:12,0.0,70.0,433.0,19.4,39.0
2023-11-01 07:32:12,0.0,80.0,426.0,19.4,38.0
2023-11-01 07:42:12,0.0,90.0,409.0,19.7,37.0
2023-11-01 07:52:12,0.0,117.0,412.0,20.0,36.0
2023-11-01 08:02:12,0.0,161.0,423.0,20.0,36.0
2023-11-01 08:12:12,0.0,205.0,417.0,19.8,36.0
2023-11-01 08:22:12,0.0,242.0,411.0,19.7,36.0
2023-11-01 08:32:12,0.0,296.0,419.0,19.7,36.0
2023-11-01 08:42:12,0.0,330.0,419.0,19.6,36.0
2023-11-01 08:52:12,0.0,468.0,425.0,19.7,36.0
2023-11-01 09:02:12,0.0,464.0,416.0,19.7,36.0
2023-11-01 09:12:12,0.0,697.0,424.0,19.8,36.0
2023-11-01 09:22:12,0.0,835.0,417.0,19.8,35.0
2023-11-01 09:32:12,3.0,700.0,427.0,20.0,36.0
2023-11-01 09:42:12,0.0,1091.0,415.0,20.1,35.0
2023-11-01 09:52:11,0.0,1401.0,412.0,20.3,35.0
2023-11-01 10:02:12,0.0,1643.0,426.0,20.5,34.0
2023-11-01 10:12:11,0.0,360.0,415.0,20.8,34.0
2023-11-01 10:22:11,0.0,2165.0,413.0,20.8,34.0
2023-11-01 10:32:11,0.0,282.0,409.0,20.9,33.0
2023-11-01 10:42:11,0.0,2452.0,418.0,20.8,33.0
2023-11-01 10:52:11,0.0,596.0,423.0,21.1,33.0
2023-11-01 11:02:11,0.0,545.0,419.0,21.2,33.0
2023-11-01 11:12:11,0.0,1323.0,413.0,21.3,32.0
2023-11-01 11:22:11,0.0,532.0,426.0,21.5,32.0
2023-11-01 11:32:11,0.0,791.0,449.0,21.5,32.0
2023-11-01 11:42:11,0.0,1674.0,449.0,21.6,32.0
2023-11-01 11:52:11,0.0,602.0,449.0,21.7,32.0
2023-11-01 12:02:11,0.0,828.0,431.0,21.5,32.0
2023-11-01 12:12:11,0.0,714.0,426.0,21.5,32.0
2023-11-01 12:22:11,0.0,2597.0,437.0,21.8,32.0
2023-11-01 12:32:11,0.0,1562.0,448.0,22.0,31.0
2023-11-01 12:42:11,0.0,2529.0,437.0,22.2,31.0
2023-11-01 12:52:11,0.0,2226.0,430.0,22.4,31.0
2023-11-01 13:02:11,0.0,350.0,432.0,22.6,30.0
2023-11-01 13:12:11,0.0,181.0,427.0,22.4,30.0
2023-11-01 13:22:11,0.0,127.0,436.0,22.1,30.0
2023-11-01 13:32:10,0.0,94.0,443.0,21.9,31.0
2023-11-01 13:42:10,0.0,77.0,431.0,21.7,31.0
2023-11-01 13:52:10,0.0,124.0,432.0,21.6,31.0
2023-11-01 14:02:10,0.0,94.0,444.0,21.5,31.0
2023-11-01 14:12:10,0.0,74.0,434.0,21.4,31.0
2023-11-01 14:22:10,0.0,43.0,433.0,21.3,32.0
2023-11-01 14:32:10,0.0,26.0,436.0,21.3,32.0
2023-11-01 14:42:10,0.0,16.0,441.0,21.2,32.0
2023-11-01 14:52:10,0.0,10.0,441.0,21.2,32.0
2023-11-01 15:02:10,0.0,10.0,437.0,21.5,32.0
2023-11-01 15:12:10,0.0,6.0,434.0,21.9,32.0
2023-11-01 15:22:10,0.0,3.0,421.0,22.3,31.0
2023-11-01 15:32:10,0.0,3.0,427.0,22.5,31.0
2023-11-01 15:42:10,0.0,3.0,422.0,22.4,32.0
2023-11-01 15:52:10,0.0,0.0,418.0,22.0,32.0
2023-11-01 16:02:10,0.0,0.0,426.0,21.8,33.0
2023-11-01 16:12:10,0.0,0.0,513.0,21.6,34.0
2023-11-01 16:22:10,0.0,0.0,575.0,21.4,35.0
2023-11-01 16:32:10,0.0,0.0,618.0,21.2,36.0
2023-11-01 16:42:10,0.0,0.0,637.0,21.1,37.0
2023-11-01 16:52:10,0.0,0.0,649.0,21.0,38.0
2023-11-01 17:02:09,0.0,0.0,672.0,20.9,38.0
2023-11-01 17:12:09,0.0,0.0,682.0,20.9,38.0
2023-11-01 17:22:09,0.0,0.0,678.0,20.8,39.0
2023-11-01 17:32:09,0.0,0.0,682.0,20.8,39.0
