datetime,co2,temperature,humidity,closed
2023-11-01 00:01:25,947.0,22.1,52.34,
2023-11-01 00:03:37,,,,1.0
2023-11-01 00:05:55,845.0,22.1,52.34,
2023-11-01 00:08:37,,,,1.0
2023-11-01 00:11:34,845.0,22.1,52.34,
2023-11-01 00:13:37,,,,1.0
2023-11-01 00:16:48,868.0,22.1,52.34,
2023-11-01 00:18:37,,,,1.0
2023-11-01 00:21:54,868.0,22.1,52.34,
2023-11-01 00:23:37,,,,1.0
2023-11-01 00:27:09,886.0,22.1,52.34,
2023-11-01 00:28:37,,,,1.0
2023-11-01 00:33:37,,,,1.0
2023-11-01 00:37:29,865.0,22.1,52.34,
2023-11-01 00:38:37,,,,1.0
2023-11-01 00:42:36,865.0,22.1,52.34,
2023-11-01 00:43:37,,,,1.0
2023-11-01 00:47:50,842.0,22.1,52.34,
2023-11-01 00:48:37,,,,1.0
2023-11-01 00:52:56,842.0,22.1,52.34,
2023-11-01 00:53:37,,,,1.0
2023-11-01 00:58:11,842.0,22.1,52.34,
2023-11-01 00:58:37,,,,1.0
2023-11-01 01:03:17,842.0,22.1,52.34,
2023-11-01 01:03:37,,,,1.0
2023-11-01 01:08:31,795.0,22.1,52.34,
2023-11-01 01:08:37,,,,1.0
2023-11-01 01:13:37,,,,1.0
2023-11-01 01:13:38,795.0,22.1,52.34,
2023-11-01 01:18:37,,,,1.0
2023-11-01 01:18:52,826.0,22.0,52.34,
2023-11-01 01:23:37,,,,1.0
2023-11-01 01:23:42,826.0,22.0,52.34,
2023-11-01 01:28:37,,,,1.0
2023-11-01 01:29:13,828.0,22.1,52.34,
2023-11-01 01:33:37,,,,1.0
2023-11-01 01:34:03,828.0,22.1,52.34,
2023-11-01 01:38:37,,,,1.0
2023-11-01 01:39:34,805.0,22.0,52.34,
2023-11-01 01:43:37,,,,1.0
2023-11-01 01:44:39,805.0,22.0,52.34,
2023-11-01 01:48:37,,,,1.0
2023-11-01 01:49:53,803.0,22.0,52.34,
2023-11-01 01:53:37,,,,1.0
2023-11-01 01:54:59,803.0,22.0,52.34,
2023-11-01 01:58:37,,,,1.0
2023-11-01 02:00:14,793.0,22.0,52.34,
2023-11-01 02:03:37,,,,1.0
2023-11-01 02:05:20,793.0,22.0,52.34,
2023-11-01 02:08:37,,,,1.0
2023-11-01 02:10:34,776.0,22.0,52.34,
2023-11-01 02:13:37,,,,1.0
2023-11-01 02:15:41,776.0,22.0,52.34,
2023-11-01 02:18:37,,,,1.0
2023-11-01 02:20:55,765.0,22.0,51.95,
2023-11-01 02:23:37,,,,1.0
2023-11-01 02:26:01,765.0,22.0,51.95,
2023-11-01 02:28:37,,,,1.0
2023-11-01 02:31:16,774.0,22.0,51.95,
2023-11-01 02:33:37,,,,1.0
2023-11-01 02:36:22,774.0,22.0,51.95,
2023-11-01 02:38:37,,,,1.0
2023-11-01 02:41:37,767.0,22.0,51.95,
2023-11-01 02:43:37,,,,1.0
2023-11-01 02:46:27,767.0,22.0,51.95,
2023-11-01 02:48:37,,,,1.0
2023-11-01 02:51:57,697.0,22.0,51.95,
2023-11-01 02:53:36,,,,1.0
2023-11-01 02:57:04,697.0,22.0,51.95,
2023-11-01 02:58:36,,,,1.0
2023-11-01 03:02:18,721.0,22.0,51.95,
2023-11-01 03:03:37,,,,1.0
2023-11-01 03:07:24,721.0,22.0,51.95,
2023-11-01 03:08:36,,,,1.0
2023-11-01 03:12:39,736.0,21.9,51.95,
2023-11-01 03:13:36,,,,1.0
2023-11-01 03:17:45,736.0,21.9,51.95,
2023-11-01 03:18:36,,,,1.0
2023-11-01 03:22:59,725.0,21.9,51.95,
2023-11-01 03:23:36,,,,1.0
2023-11-01 03:28:06,725.0,21.9,51.95,
2023-11-01 03:28:36,,,,1.0
2023-11-01 03:33:20,713.0,21.9,51.95,
2023-11-01 03:33:36,,,,1.0
2023-11-01 03:38:26,713.0,21.9,51.95,
2023-11-01 03:38:36,,,,1.0
2023-11-01 03:43:36,,,,1.0
2023-11-01 03:43:41,710.0,21.9,51.95,
2023-11-01 03:48:36,,,,1.0
2023-11-01 03:48:46,710.0,21.9,51.95,
2023-11-01 03:53:36,,,,1.0
2023-11-01 03:54:00,697.0,21.9,51.95,
2023-11-01 03:58:36,,,,1.0
2023-11-01 03:59:06,697.0,21.9,51.95,
2023-11-01 04:03:37,,,,1.0
2023-11-01 04:04:21,698.0,21.9,51.95,
2023-11-01 04:08:36,,,,1.0
2023-11-01 04:09:27,698.0,21.9,51.95,
2023-11-01 04:13:36,,,,1.0
2023-11-01 04:14:42,683.0,21.9,51.95,
2023-11-01 04:18:36,,,,1.0
2023-11-01 04:19:48,683.0,21.9,51.95,
2023-11-01 04:23:36,,,,1.0
2023-11-01 04:25:02,629.0,21.9,51.95,
2023-11-01 04:28:36,,,,1.0
2023-11-01 04:30:09,629.0,21.9,51.95,
2023-11-01 04:33:36,,,,1.0
2023-11-01 04:35:23,650.0,21.9,51.95,
2023-11-01 04:38:37,,,,1.0
2023-11-01 04:40:13,650.0,21.9,51.95,
2023-11-01 04:43:36,,,,1.0
2023-11-01 04:45:44,664.0,21.9,51.95,
2023-11-01 04:48:37,,,,1.0
2023-11-01 04:50:50,664.0,21.9,51.95,
2023-11-01 04:53:36,,,,1.0
2023-11-01 04:56:04,678.0,21.9,51.95,
2023-11-01 04:58:36,,,,1.0
2023-11-01 05:01:11,678.0,21.9,51.95,
2023-11-01 05:03:36,,,,1.0
2023-11-01 05:06:25,667.0,21.8,51.95,
2023-11-01 05:08:36,,,,1.0
2023-11-01 05:11:31,667.0,21.8,51.95,
2023-11-01 05:13:36,,,,1.0
2023-11-01 05:16:46,642.0,21.8,51.95,
2023-11-01 05:18:36,,,,1.0
2023-11-01 05:21:52,642.0,21.8,51.95,
2023-11-01 05:23:36,,,,1.0
2023-11-01 05:27:06,640.0,21.8,51.95,
2023-11-01 05:28:36,,,,1.0
2023-11-01 05:31:57,640.0,21.8,51.95,
2023-11-01 05:33:36,,,,1.0
2023-11-01 05:37:27,605.0,21.8,51.95,
2023-11-01 05:38:36,,,,1.0
2023-11-01 05:42:33,605.0,21.8,51.95,
2023-11-01 05:43:36,,,,1.0
2023-11-01 05:47:48,606.0,21.8,51.95,
2023-11-01 05:48:36,,,,1.0
2023-11-01 05:52:53,606.0,21.8,51.95,
2023-11-01 05:53:36,,,,1.0
2023-11-01 05:58:07,652.0,21.8,51.95,
2023-11-01 05:58:36,,,,1.0
2023-11-01 06:03:14,652.0,21.8,51.95,
2023-11-01 06:03:36,,,,1.0
2023-11-01 06:08:28,648.0,21.8,51.95,
2023-11-01 06:08:36,,,,1.0
2023-11-01 06:13:34,648.0,21.8,51.95,
2023-11-01 06:13:36,,,,1.0
2023-11-01 06:18:36,,,,1.0
2023-11-01 06:18:49,642.0,21.8,51.95,
2023-11-01 06:23:36,,,,1.0
2023-11-01 06:23:55,642.0,21.8,51.95,
2023-11-01 06:28:36,,,,1.0
2023-11-01 06:29:09,645.0,21.8,51.95,
2023-11-01 06:33:36,,,,1.0
2023-11-01 06:34:00,645.0,21.8,51.95,
2023-11-01 06:38:36,,,,1.0
2023-11-01 06:39:30,605.0,21.8,51.56,
2023-11-01 06:43:36,,,,1.0
2023-11-01 06:44:20,605.0,21.8,51.56,
2023-11-01 06:48:36,,,,1.0
2023-11-01 06:49:51,618.0,21.8,51.56,
2023-11-01 06:53:36,,,,1.0
2023-11-01 06:54:57,618.0,21.8,51.56,
2023-11-01 06:58:36,,,,1.0
2023-11-01 07:00:11,602.0,21.8,51.56,
2023-11-01 07:03:36,,,,1.0
2023-11-01 07:05:18,602.0,21.8,51.56,
2023-11-01 07:08:36,,,,1.0
2023-11-01 07:10:32,581.0,21.7,51.56,
2023-11-01 07:13:36,,,,1.0
2023-11-01 07:15:38,581.0,21.7,51.56,
2023-11-01 07:18:36,,,,1.0
2023-11-01 07:20:53,573.0,21.7,51.56,
2023-11-01 07:23:36,,,,1.0
2023-11-01 07:25:59,573.0,21.7,51.56,
2023-11-01 07:28:36,,,,1.0
2023-11-01 07:31:13,581.0,21.7,51.17,
2023-11-01 07:33:36,,,,1.0
2023-11-01 07:36:20,581.0,21.7,51.17,
2023-11-01 07:38:36,,,,1.0
2023-11-01 07:41:34,582.0,21.7,51.17,
2023-11-01 07:43:36,,,,1.0
2023-11-01 07:46:40,582.0,21.7,51.17,
2023-11-01 07:48:36,,,,1.0
2023-11-01 07:51:55,573.0,21.7,51.17,
2023-11-01 07:53:36,,,,1.0
2023-11-01 07:57:01,573.0,21.7,51.17,
2023-11-01 07:58:36,,,,1.0
2023-11-01 08:02:16,610.0,21.7,51.17,
2023-11-01 08:03:36,,,,1.0
