datetime,co2,temperature,humidity,closed
2023-11-01 00:02:36,,,,0.0
2023-11-01 00:04:07,1899.0,21.6,58.98,
2023-11-01 00:07:36,,,,0.0
2023-11-01 00:09:09,1875.0,21.6,58.98,
2023-11-01 00:12:37,,,,0.0
2023-11-01 00:14:15,1875.0,21.6,58.98,
2023-11-01 00:17:36,,,,0.0
2023-11-01 00:19:18,1758.0,21.6,58.98,
2023-11-01 00:22:36,,,,0.0
2023-11-01 00:24:24,1758.0,21.6,58.98,
2023-11-01 00:27:36,,,,0.0
2023-11-01 00:29:26,1730.0,21.6,58.59,
2023-11-01 00:32:36,,,,0.0
2023-11-01 00:34:32,1730.0,21.6,58.59,
2023-11-01 00:37:36,,,,0.0
2023-11-01 00:39:35,1738.0,21.6,58.59,
2023-11-01 00:42:36,,,,0.0
2023-11-01 00:44:41,1738.0,21.6,58.59,
2023-11-01 00:47:36,,,,0.0
2023-11-01 00:49:44,1665.0,21.6,58.59,
2023-11-01 00:52:36,,,,0.0
2023-11-01 00:54:50,1665.0,21.6,58.59,
2023-11-01 00:57:36,,,,0.0
2023-11-01 00:59:52,1706.0,21.6,58.59,
2023-11-01 01:02:36,,,,0.0
2023-11-01 01:04:43,1706.0,21.6,58.59,
2023-11-01 01:07:36,,,,0.0
2023-11-01 01:10:01,1560.0,21.5,58.2,
2023-11-01 01:12:36,,,,0.0
2023-11-01 01:14:51,1560.0,21.5,58.2,
2023-11-01 01:17:36,,,,0.0
2023-11-01 01:20:10,1589.0,21.5,58.2,
2023-11-01 01:22:36,,,,0.0
2023-11-01 01:25:16,1589.0,21.5,58.2,
2023-11-01 01:27:36,,,,0.0
2023-11-01 01:30:18,1507.0,21.5,58.2,
2023-11-01 01:32:36,,,,0.0
2023-11-01 01:35:25,1507.0,21.5,58.2,
2023-11-01 01:37:36,,,,0.0
2023-11-01 01:40:27,1471.0,21.5,58.2,
2023-11-01 01:42:36,,,,0.0
2023-11-01 01:45:33,1471.0,21.5,58.2,
2023-11-01 01:47:36,,,,0.0
2023-11-01 01:50:35,1522.0,21.5,58.2,
2023-11-01 01:52:36,,,,0.0
2023-11-01 01:55:41,1522.0,21.5,58.2,
2023-11-01 01:57:36,,,,0.0
2023-11-01 02:00:43,1509.0,21.5,57.81,
2023-11-01 02:02:36,,,,0.0
2023-11-01 02:05:50,1509.0,21.5,57.81,
2023-11-01 02:07:36,,,,0.0
2023-11-01 02:10:56,1387.0,21.5,57.81,
2023-11-01 02:12:36,,,,0.0
2023-11-01 02:16:02,1387.0,21.5,57.81,
2023-11-01 02:17:36,,,,0.0
2023-11-01 02:21:17,1419.0,21.5,57.81,
2023-11-01 02:22:36,,,,0.0
2023-11-01 02:26:07,1419.0,21.5,57.81,
2023-11-01 02:27:36,,,,0.0
2023-11-01 02:31:38,1365.0,21.5,57.81,
2023-11-01 02:32:36,,,,0.0
2023-11-01 02:36:44,1365.0,21.5,57.81,
2023-11-01 02:37:36,,,,0.0
2023-11-01 02:41:46,1362.0,21.5,57.81,
2023-11-01 02:42:36,,,,0.0
2023-11-01 02:46:52,1362.0,21.5,57.81,
2023-11-01 02:47:36,,,,0.0
2023-11-01 02:51:54,1375.0,21.5,57.42,
2023-11-01 02:52:36,,,,0.0
2023-11-01 02:57:00,1375.0,21.5,57.42,
2023-11-01 02:57:36,,,,0.0
2023-11-01 03:02:02,1286.0,21.4,57.42,
2023-11-01 03:02:36,,,,0.0
2023-11-01 03:07:08,1286.0,21.4,57.42,
2023-11-01 03:07:36,,,,0.0
2023-11-01 03:12:10,1336.0,21.4,57.42,
2023-11-01 03:12:36,,,,0.0
2023-11-01 03:17:00,1336.0,21.4,57.42,
2023-11-01 03:17:36,,,,0.0
2023-11-01 03:22:18,1286.0,21.4,57.42,
2023-11-01 03:22:36,,,,0.0
2023-11-01 03:27:24,1286.0,21.4,57.42,
2023-11-01 03:27:36,,,,0.0
2023-11-01 03:32:26,1206.0,21.4,57.42,
2023-11-01 03:32:36,,,,0.0
2023-11-01 03:37:32,1206.0,21.4,57.42,
2023-11-01 03:37:36,,,,0.0
2023-11-01 03:42:34,1203.0,21.4,57.42,
2023-11-01 03:42:36,,,,0.0
2023-11-01 03:47:24,1203.0,21.4,57.42,
2023-11-01 03:47:36,,,,0.0
2023-11-01 03:52:36,,,,0.0
2023-11-01 03:52:42,1155.0,21.4,57.42,
2023-11-01 03:57:36,,,,0.0
2023-11-01 03:57:48,1155.0,21.4,57.42,
2023-11-01 04:02:36,,,,0.0
2023-11-01 04:02:50,1199.0,21.4,57.42,
2023-11-01 04:07:36,,,,0.0
2023-11-01 04:07:57,1199.0,21.4,57.42,
2023-11-01 04:12:36,,,,0.0
2023-11-01 04:12:59,1193.0,21.4,57.42,
2023-11-01 04:17:36,,,,0.0
2023-11-01 04:18:05,1193.0,21.4,57.42,
2023-11-01 04:22:36,,,,0.0
2023-11-01 04:23:08,1174.0,21.4,57.03,
2023-11-01 04:27:36,,,,0.0
2023-11-01 04:28:14,1174.0,21.4,57.03,
2023-11-01 04:32:35,,,,0.0
2023-11-01 04:33:16,1092.0,21.4,57.03,
2023-11-01 04:37:35,,,,0.0
2023-11-01 04:38:23,1092.0,21.4,57.03,
2023-11-01 04:42:35,,,,0.0
2023-11-01 04:43:25,1142.0,21.4,57.03,
2023-11-01 04:47:35,,,,0.0
2023-11-01 04:48:15,1142.0,21.4,57.03,
2023-11-01 04:52:35,,,,0.0
2023-11-01 04:53:34,1080.0,21.3,57.03,
2023-11-01 04:57:35,,,,0.0
2023-11-01 04:58:40,1080.0,21.3,57.03,
2023-11-01 05:02:35,,,,0.0
2023-11-01 05:03:42,1042.0,21.3,56.64,
2023-11-01 05:07:35,,,,0.0
2023-11-01 05:08:33,1042.0,21.3,56.64,
2023-11-01 05:12:35,,,,0.0
2023-11-01 05:13:51,1069.0,21.3,57.03,
2023-11-01 05:17:35,,,,0.0
2023-11-01 05:18:57,1069.0,21.3,57.03,
2023-11-01 05:22:35,,,,0.0
2023-11-01 05:24:00,1018.0,21.3,56.64,
2023-11-01 05:27:35,,,,0.0
2023-11-01 05:29:06,1018.0,21.3,56.64,
2023-11-01 05:32:35,,,,0.0
2023-11-01 05:34:08,996.0,21.3,56.64,
2023-11-01 05:37:35,,,,0.0
2023-11-01 05:39:15,996.0,21.3,56.64,
2023-11-01 05:42:35,,,,0.0
2023-11-01 05:44:17,973.0,21.3,56.64,
2023-11-01 05:47:35,,,,0.0
2023-11-01 05:49:23,973.0,21.3,56.64,
2023-11-01 05:52:35,,,,0.0
2023-11-01 05:54:25,978.0,21.3,56.64,
2023-11-01 05:57:35,,,,0.0
2023-11-01 05:59:31,978.0,21.3,56.64,
2023-11-01 06:02:35,,,,0.0
2023-11-01 06:04:33,967.0,21.3,56.64,
2023-11-01 06:07:35,,,,0.0
2023-11-01 06:09:40,967.0,21.3,56.64,
2023-11-01 06:12:35,,,,0.0
2023-11-01 06:14:42,974.0,21.3,56.64,
2023-11-01 06:17:35,,,,0.0
2023-11-01 06:19:48,974.0,21.3,56.64,
2023-11-01 06:22:35,,,,0.0
2023-11-01 06:24:51,941.0,21.3,56.64,
2023-11-01 06:27:35,,,,0.0
2023-11-01 06:29:57,941.0,21.3,56.64,
2023-11-01 06:32:35,,,,0.0
2023-11-01 06:35:00,935.0,21.3,56.25,
2023-11-01 06:37:35,,,,0.0
2023-11-01 06:40:06,935.0,21.3,56.25,
2023-11-01 06:42:35,,,,0.0
2023-11-01 06:45:08,948.0,21.3,56.25,
2023-11-01 06:47:35,,,,0.0
2023-11-01 06:50:14,948.0,21.3,56.25,
2023-11-01 06:52:35,,,,0.0
2023-11-01 06:55:17,942.0,21.3,56.25,
2023-11-01 06:57:35,,,,0.0
2023-11-01 07:00:23,942.0,21.3,56.25,
2023-11-01 07:02:35,,,,0.0
2023-11-01 07:05:26,902.0,21.3,55.86,
2023-11-01 07:07:35,,,,0.0
2023-11-01 07:10:32,902.0,21.3,55.86,
2023-11-01 07:12:35,,,,0.0
