datetime,closed,co2,temperature,humidity
2023-11-01 00:01:36,,1431.0,21.9,56.25
2023-11-01 00:03:36,1.0,,,
2023-11-01 00:06:42,,1431.0,21.9,56.25
2023-11-01 00:08:36,1.0,,,
2023-11-01 00:11:44,,1397.0,21.9,56.25
2023-11-01 00:13:36,1.0,,,
2023-11-01 00:16:50,,1397.0,21.9,56.25
2023-11-01 00:18:36,1.0,,,
2023-11-01 00:21:53,,1344.0,21.9,56.25
2023-11-01 00:23:36,1.0,,,
2023-11-01 00:26:59,,1344.0,21.9,56.25
2023-11-01 00:28:36,1.0,,,
2023-11-01 00:33:36,1.0,,,
2023-11-01 00:37:08,,1401.0,21.9,56.25
2023-11-01 00:38:36,1.0,,,
2023-11-01 00:42:10,,1379.0,21.9,56.25
2023-11-01 00:43:36,1.0,,,
2023-11-01 00:47:17,,1379.0,21.9,56.25
2023-11-01 00:48:36,1.0,,,
2023-11-01 00:52:03,,1336.0,21.9,56.25
2023-11-01 00:53:37,1.0,,,
2023-11-01 00:57:25,,1336.0,21.9,56.25
2023-11-01 00:58:36,1.0,,,
2023-11-01 01:02:28,,1264.0,21.8,56.25
2023-11-01 01:03:36,1.0,,,
2023-11-01 01:07:34,,1264.0,21.8,56.25
2023-11-01 01:08:36,1.0,,,
2023-11-01 01:12:36,,1354.0,21.8,56.25
2023-11-01 01:13:36,1.0,,,
2023-11-01 01:17:43,,1354.0,21.8,56.25
2023-11-01 01:18:36,1.0,,,
2023-11-01 01:22:45,,1299.0,21.8,56.25
2023-11-01 01:23:36,1.0,,,
2023-11-01 01:27:51,,1299.0,21.8,56.25
2023-11-01 01:28:36,1.0,,,
2023-11-01 01:32:54,,1361.0,21.8,56.25
2023-11-01 01:33:36,1.0,,,
2023-11-01 01:38:00,,1361.0,21.8,56.25
2023-11-01 01:38:36,1.0,,,
2023-11-01 01:43:02,,1334.0,21.8,56.25
2023-11-01 01:43:36,1.0,,,
2023-11-01 01:48:09,,1334.0,21.8,56.25
2023-11-01 01:48:36,1.0,,,
2023-11-01 01:53:11,,1328.0,21.8,56.25
2023-11-01 01:53:36,1.0,,,
2023-11-01 01:58:17,,1328.0,21.8,56.25
2023-11-01 01:58:36,1.0,,,
2023-11-01 02:03:20,,1267.0,21.8,56.25
2023-11-01 02:03:36,1.0,,,
2023-11-01 02:08:26,,1267.0,21.8,56.25
2023-11-01 02:08:36,1.0,,,
2023-11-01 02:13:28,,1248.0,21.7,56.25
2023-11-01 02:13:36,1.0,,,
2023-11-01 02:18:35,,1248.0,21.7,56.25
2023-11-01 02:18:36,1.0,,,
2023-11-01 02:23:36,1.0,,,
2023-11-01 02:23:37,,1260.0,21.7,56.25
2023-11-01 02:28:36,1.0,,,
2023-11-01 02:28:43,,1260.0,21.7,56.25
2023-11-01 02:33:36,1.0,,,
2023-11-01 02:33:46,,1287.0,21.7,56.25
2023-11-01 02:38:36,1.0,,,
2023-11-01 02:38:36,,1287.0,21.7,56.25
2023-11-01 02:43:36,1.0,,,
2023-11-01 02:43:39,,1318.0,21.7,56.25
2023-11-01 02:48:36,1.0,,,
2023-11-01 02:49:01,,1318.0,21.7,56.25
2023-11-01 02:53:36,1.0,,,
2023-11-01 02:54:03,,1253.0,21.7,56.25
2023-11-01 02:58:36,1.0,,,
2023-11-01 02:59:10,,1253.0,21.7,56.25
2023-11-01 03:03:36,1.0,,,
2023-11-01 03:04:12,,1270.0,21.7,56.25
2023-11-01 03:08:36,1.0,,,
2023-11-01 03:09:18,,1270.0,21.7,56.25
2023-11-01 03:13:36,1.0,,,
2023-11-01 03:14:05,,1216.0,21.7,56.25
2023-11-01 03:18:36,1.0,,,
2023-11-01 03:19:27,,1216.0,21.7,56.25
2023-11-01 03:23:36,1.0,,,
2023-11-01 03:24:29,,1212.0,21.7,56.25
2023-11-01 03:28:36,1.0,,,
2023-11-01 03:29:36,,1212.0,21.7,56.25
2023-11-01 03:33:36,1.0,,,
2023-11-01 03:34:38,,1146.0,21.7,55.86
2023-11-01 03:38:36,1.0,,,
2023-11-01 03:39:44,,1146.0,21.7,55.86
2023-11-01 03:43:36,1.0,,,
2023-11-01 03:44:47,,1160.0,21.6,56.25
2023-11-01 03:48:36,1.0,,,
2023-11-01 03:49:53,,1160.0,21.6,56.25
2023-11-01 03:53:36,1.0,,,
2023-11-01 03:54:55,,1215.0,21.6,56.25
2023-11-01 03:58:36,1.0,,,
2023-11-01 04:00:02,,1215.0,21.6,56.25
2023-11-01 04:03:36,1.0,,,
2023-11-01 04:05:04,,1146.0,21.6,56.25
2023-11-01 04:08:36,1.0,,,
2023-11-01 04:10:10,,1146.0,21.6,56.25
2023-11-01 04:13:36,1.0,,,
2023-11-01 04:15:13,,1122.0,21.6,56.25
2023-11-01 04:18:36,1.0,,,
2023-11-01 04:20:19,,1122.0,21.6,56.25
2023-11-01 04:23:36,1.0,,,
2023-11-01 04:25:21,,1216.0,21.6,56.25
2023-11-01 04:28:36,1.0,,,
2023-11-01 04:30:28,,1216.0,21.6,56.25
2023-11-01 04:33:36,1.0,,,
2023-11-01 04:35:30,,1102.0,21.6,56.25
2023-11-01 04:38:36,1.0,,,
2023-11-01 04:40:36,,1102.0,21.6,56.25
2023-11-01 04:43:36,1.0,,,
2023-11-01 04:45:39,,1173.0,21.6,56.25
2023-11-01 04:48:36,1.0,,,
2023-11-01 04:50:45,,1173.0,21.6,56.25
2023-11-01 04:53:36,1.0,,,
2023-11-01 04:55:48,,1168.0,21.5,56.25
2023-11-01 04:58:36,1.0,,,
2023-11-01 05:00:54,,1168.0,21.5,56.25
2023-11-01 05:03:36,1.0,,,
2023-11-01 05:05:56,,1156.0,21.5,56.25
2023-11-01 05:08:35,1.0,,,
2023-11-01 05:11:03,,1156.0,21.5,56.25
2023-11-01 05:13:35,1.0,,,
2023-11-01 05:15:49,,1156.0,21.5,56.25
2023-11-01 05:18:35,1.0,,,
2023-11-01 05:21:10,,1156.0,21.5,56.25
2023-11-01 05:23:36,1.0,,,
2023-11-01 05:26:12,,1060.0,21.5,56.25
2023-11-01 05:28:35,1.0,,,
2023-11-01 05:31:19,,1060.0,21.5,56.25
2023-11-01 05:33:35,1.0,,,
2023-11-01 05:36:21,,849.0,21.5,53.12
2023-11-01 05:38:35,1.0,,,
2023-11-01 05:41:28,,849.0,21.5,53.12
2023-11-01 05:43:35,1.0,,,
2023-11-01 05:46:42,,937.0,21.5,54.3
2023-11-01 05:48:35,1.0,,,
2023-11-01 05:51:31,,937.0,21.5,54.3
2023-11-01 05:53:35,1.0,,,
2023-11-01 05:56:50,,1099.0,21.5,54.69
2023-11-01 05:58:35,1.0,,,
2023-11-01 06:01:40,,1099.0,21.5,54.69
2023-11-01 06:03:35,1.0,,,
2023-11-01 06:06:54,,1120.0,21.5,55.08
2023-11-01 06:08:35,1.0,,,
2023-11-01 06:12:17,,1120.0,21.5,55.08
2023-11-01 06:13:35,1.0,,,
2023-11-01 06:17:31,,1274.0,21.5,55.08
2023-11-01 06:18:35,1.0,,,
2023-11-01 06:22:37,,1274.0,21.5,55.08
2023-11-01 06:23:35,1.0,,,
2023-11-01 06:27:39,,1252.0,21.6,55.47
2023-11-01 06:28:35,1.0,,,
2023-11-01 06:32:29,,1252.0,21.6,55.47
2023-11-01 06:33:35,1.0,,,
2023-11-01 06:37:47,,1322.0,21.6,55.86
2023-11-01 06:38:35,1.0,,,
2023-11-01 06:42:37,,1322.0,21.6,55.86
2023-11-01 06:43:35,1.0,,,
2023-11-01 06:47:55,,1427.0,21.6,55.86
2023-11-01 06:48:35,1.0,,,
2023-11-01 06:53:02,,1427.0,21.6,55.86
2023-11-01 06:53:35,1.0,,,
2023-11-01 06:58:03,,1511.0,21.6,55.86
2023-11-01 06:58:35,1.0,,,
2023-11-01 07:03:10,,1511.0,21.6,55.86
2023-11-01 07:03:35,1.0,,,
2023-11-01 07:08:15,,1610.0,21.6,55.86
2023-11-01 07:08:35,1.0,,,
2023-11-01 07:13:22,,1610.0,21.6,55.86
2023-11-01 07:13:35,1.0,,,
2023-11-01 07:18:35,1.0,,,
2023-11-01 07:18:36,,1695.0,21.7,56.25
